OWCP MEDICAL FEE SCHEDULE - EFFECTIVE
Table of RVU & Conversion Factor values by CPT/HCPCS Codes
Effective Date: June 30, 2020
Last Update: June 30, 2020
Pay Status: B=Bundled (Non-ASC providers); C=Covered; D = Not Payable by DOL; R=Suspend for Review; S = Suspend for Review




Table of RVU & Conversion Factor values by CPT/HCPCS Codes
      CPT                                               NON-FACILITY   FACILITY
      ADA                       PAY          WORK            PE           PE      MPE    GLOBAL   CONVERSION              SHORT DESCRIPTION
86684           C       15.84    0.00   0.00   0.00   XXX   1.25    Hemophilus Influenza Antibdy
86687           C       9.09     0.00   0.00   0.00   XXX   1.25    Htlv-I Antibody
86688           C       14.00    0.00   0.00   0.00   XXX   1.25    Htlv-Ii Antibody
86689           C       19.35    0.00   0.00   0.00   XXX   1.25    Htlv/Hiv Confirmj Antibody
86692           C       17.16    0.00   0.00   0.00   XXX   1.25    Hepatitis Delta Agent Antbdy
86694           C       14.39    0.00   0.00   0.00   XXX   1.25    Herpes Simplex Nes Antbdy
86695           C       13.19    0.00   0.00   0.00   XXX   1.25    Herpes Simplex Type 1 Test
86696           C       19.35    0.00   0.00   0.00   XXX   1.25    Herpes Simplex Type 2 Test
86698           C       13.79    0.00   0.00   0.00   XXX   1.25    Histoplasma Antibody
86701           C       8.89     0.00   0.00   0.00   XXX   1.25    Hiv-1Antibody
86701   QW      C       8.89     0.00   0.00   0.00   XXX   1.25    Hiv-1Antibody
86702           C       13.52    0.00   0.00   0.00   XXX   1.25    Hiv-2 Antibody
86703           C       13.71    0.00   0.00   0.00   XXX   1.25    Hiv-1/Hiv-2 1 Result Antbdy
86704           C       12.05    0.00   0.00   0.00   XXX   1.25    Hep B Core Antibody Total
86705           C       11.77    0.00   0.00   0.00   XXX   1.25    Hep B Core Antibody Igm
86706           C       10.74    0.00   0.00   0.00   XXX   1.25    Hep B Surface Antibody
86707           C       11.57    0.00   0.00   0.00   XXX   1.25    Hepatitis Be Antibody
86708           C       12.39    0.00   0.00   0.00   XXX   1.25    Hepatitis A Total Antibody
86709           C       11.26    0.00   0.00   0.00   XXX   1.25    Hepatitis A Igm Antibody
86710           C       13.55    0.00   0.00   0.00   XXX   1.25    Influenza Virus Antibody
86711           C       16.89    0.00   0.00   0.00   XXX   1.25    John Cunningham Antibody
86713           C       15.30    0.00   0.00   0.00   XXX   1.25    Legionella Antibody
86717           C       12.25    0.00   0.00   0.00   XXX   1.25    Leishmania Antibody
86720           C       16.20    0.00   0.00   0.00   XXX   1.25    Leptospira Antibody
86723           C       13.19    0.00   0.00   0.00   XXX   1.25    Listeria Monocytogenes
86727           C       12.87    0.00   0.00   0.00   XXX   1.25    Lymph Choriomeningitis Ab
86732           C       15.00    0.00   0.00   0.00   XXX   1.25    Mucormycosis Antibody
86735           C       13.05    0.00   0.00   0.00   XXX   1.25    Mumps Antibody
86738           C       13.24    0.00   0.00   0.00   XXX   1.25    Mycoplasma Antibody
86741           C       13.19    0.00   0.00   0.00   XXX   1.25    Neisseria Meningitidis
86744           C       15.99    0.00   0.00   0.00   XXX   1.25    Nocardia Antibody
86747           C       15.03    0.00   0.00   0.00   XXX   1.25    Parvovirus Antibody
86750           C       13.19    0.00   0.00   0.00   XXX   1.25    Malaria Antibody
86753           C       12.39    0.00   0.00   0.00   XXX   1.25    Protozoa Antibody Nos
86756           C        15.89   0.00   0.00   0.00   XXX   1.25    Respiratory Virus Antibody
86757           C        19.35   0.00   0.00   0.00   XXX   1.25    Rickettsia Antibody
86759           C        18.23   0.00   0.00   0.00   XXX   1.25    Rotavirus Antibody
86762           C        14.39   0.00   0.00   0.00   XXX   1.25    Rubella Antibody
86765           C        12.88   0.00   0.00   0.00   XXX   1.25    Rubeola Antibody
86768           C        13.19   0.00   0.00   0.00   XXX   1.25    Salmonella Antibody
86769           C        0.00    0.00   0.00   0.00   XXX   0.00    Sars-Cov-2 Covid-19 Antibody
86771           C        24.48   0.00   0.00   0.00   XXX   1.25    Shigella Antibody
86774           C        14.80   0.00   0.00   0.00   XXX   1.25    Tetanus Antibody
86777           C        14.39   0.00   0.00   0.00   XXX   1.25    Toxoplasma Antibody
86778           C        14.41   0.00   0.00   0.00   XXX   1.25    Toxoplasma Antibody Igm
86780           C        13.24   0.00   0.00   0.00   XXX   1.25    Treponema Pallidum
86780   QW      C        13.24   0.00   0.00   0.00   XXX   1.25    Treponema Pallidum
86784           C        12.56   0.00   0.00   0.00   XXX   1.25    Trichinella Antibody
86787           C        12.88   0.00   0.00   0.00   XXX   1.25    Varicella-Zoster Antibody
86788           C        16.85   0.00   0.00   0.00   XXX   1.25    West Nile Virus Ab Igm
86789           C        14.39   0.00   0.00   0.00   XXX   1.25    West Nile Virus Antibody
86790           C        12.88   0.00   0.00   0.00   XXX   1.25    Virus Antibody Nos
86793           C        13.19   0.00   0.00   0.00   XXX   1.25    Yersinia Antibody
86794           C        16.85   0.00   0.00   0.00   XXX   1.25    Zika Virus Igm Antibody
86800           C        15.91   0.00   0.00   0.00   XXX   1.25    Thyroglobulin Antibody
86803           C        14.27   0.00   0.00   0.00   XXX   1.25    Hepatitis C Ab Test
86803   QW      C        14.27   0.00   0.00   0.00   XXX   1.25    Hepatitis C Ab Test
86804           C        15.49   0.00   0.00   0.00   XXX   1.25    Hep C Ab Test Confirm
86805           C       189.51   0.00   0.00   0.00   XXX   1.25    Lymphocytotoxicity Assay
86806           C        47.59   0.00   0.00   0.00   XXX   1.25    Lymphocytotoxicity Assay
86807           C        78.65   0.00   0.00   0.00   XXX   1.25    Cytotoxic Antibody Screening
86808           C        29.68   0.00   0.00   0.00   XXX   1.25    Cytotoxic Antibody Screening
86812           C        25.81   0.00   0.00   0.00   XXX   1.25    Hla Typing A B Or C
86813           C        58.00   0.00   0.00   0.00   XXX   1.25    Hla Typing A B Or C
86816           C        30.17   0.00   0.00   0.00   XXX   1.25    Hla Typing Dr/Dq
86817           C       106.14   0.00   0.00   0.00   XXX   1.25    Hla Typing Dr/Dq
86821           C        36.56   0.00   0.00   0.00   XXX   1.25    Lymphocyte Culture Mixed
86825           C       109.49   0.00   0.00   0.00   XXX   1.25    Hla X-Math Non-Cytotoxic
86826           C        36.53   0.00   0.00   0.00   XXX   1.25    Hla X-Match Noncytotoxc Addl
86828           C        64.19   0.00   0.00   0.00   XXX   1.25    Hla Class I&Ii Antibody Qual
86829           C        64.19   0.00   0.00   0.00   XXX   1.25    Hla Class I/Ii Antibody Qual
86830           C        95.52   0.00   0.00   0.00   XXX   1.25    Hla Class I Phenotype Qual
86831           C        81.88   0.00   0.00   0.00   XXX   1.25    Hla Class Ii Phenotype Qual
86832           C       323.75   0.00   0.00   0.00   XXX   1.25    Hla Class I High Defin Qual
86833           C       325.80   0.00   0.00   0.00   XXX   1.25    Hla Class Ii High Defin Qual
86834           C       357.56   0.00   0.00   0.00   XXX   1.25    Hla Class I Semiquant Panel
86835           C       322.96   0.00   0.00   0.00   XXX   1.25    Hla Class Ii Semiquant Panel
             FECA-R
86849        Energy-R    0.00    0.00   0.00   0.00   XXX   0.00    Immunology Procedure
             FECA-D
86849   TC   Energy-R    0.00    0.00   0.00   0.00   XXX   0.00    Immunology Procedure
             FECA-D
86849   26   Energy-R     0.00   0.00   0.00   0.00   XXX   0.00    Immunology Procedure
86850           C         9.77   0.00   0.00   0.00   XXX   1.25    Rbc Antibody Screen
86860           C        21.35   0.00   0.00   0.00   XXX   1.25    Rbc Antibody Elution
86870           C        29.80   0.00   0.00   0.00   XXX   1.25    Rbc Antibody Identification
86880           C         5.39   0.00   0.00   0.00   XXX   1.25    Coombs Test Direct
86885           C         5.72   0.00   0.00   0.00   XXX   1.25    Coombs Test Indirect Qual
86886           C         5.18   0.00   0.00   0.00   XXX   1.25    Coombs Test Indirect Titer
86890           C         0.00   4.28   4.28   0.00   XXX   48.52   Autologous Blood Process
86891           C       112.32   0.00   0.00   0.00   XXX    1.25   Autologous Blood Op Salvage
86900           C         2.99   0.00   0.00   0.00   XXX   1.25    Blood Typing Serologic Abo
86901           C         2.99   0.00   0.00   0.00   XXX   1.25    Blood Typing Serologic Rh(D)
86902           C         6.35   0.00   0.00   0.00   XXX   1.25    Blood Type Antigen Donor Ea
86904           C        16.34   0.00   0.00   0.00   XXX   1.25    Blood Typing Patient Serum
86905           C         3.83   0.00   0.00   0.00   XXX   1.25    Blood Typing Rbc Antigens
86906           C         7.75   0.00   0.00   0.00   XXX   1.25    Bld Typing Serologic Rh Phnt
86910           D         0.00   0.00   0.00   0.00   XXX    0.00   Blood Typing Paternity Test
86911           D         0.00   0.00   0.00   0.00   XXX    0.00   Blood Typing Antigen System
86920           C        14.95   0.00   0.00   0.00   XXX    1.25   Compatibility Test Spin
86921           C        14.95   0.00   0.00   0.00   XXX    1.25   Compatibility Test Incubate
86922           C        24.90   0.00   0.00   0.00   XXX    1.25   Compatibility Test Antiglob
86923           C        14.95   0.00   0.00   0.00   XXX    1.25   Compatibility Test Electric
86927           C        10.14   0.00   0.00   0.00   XXX    1.25   Plasma Fresh Frozen
86930           C         0.00   0.00   0.00   0.00   XXX    0.00   Frozen Blood Prep
86931           C         0.00   0.00   0.00   0.00   XXX    0.00   Frozen Blood Thaw
86932           C         0.00   0.00   0.00   0.00   XXX    0.00   Frozen Blood Freeze/Thaw
86940           C        8.77    0.00   0.00   0.00   XXX    1.25   Hemolysins/Agglutinins Auto
86941           C        12.11   0.00   0.00   0.00   XXX    1.25   Hemolysins/Agglutinins
86945           C        18.71   0.00   0.00   0.00   XXX    1.25   Blood Product/Irradiation
86950           C        23.84   0.00   0.00   0.00   XXX    1.25   Leukacyte Transfusion
86960           C       103.83   0.00   0.00   0.00   XXX    1.25   Vol Reduction Of Blood/Prod
86965           C        22.22   0.00   0.00   0.00   XXX    1.25   Pooling Blood Platelets
86970           C        17.94   0.00   0.00   0.00   XXX    1.25   Rbc Pretx Incubatj W/Chemicl
86971           C        17.89   0.00   0.00   0.00   XXX    1.25   Rbc Pretx Incubatj W/Enzymes
86972           C        28.62   0.00   0.00   0.00   XXX    1.25   Rbc Pretx Incubatj W/Density
86975           C        23.53   0.00   0.00   0.00   XXX   1.25    Rbc Serum Pretx Incubj Drugs
86976           C        26.91   0.00   0.00   0.00   XXX   1.25    Rbc Serum Pretx Id Dilution
86977           C        23.53   0.00   0.00   0.00   XXX   1.25    Rbc Serum Pretx Incubj/Inhib
86978           C        23.92   0.00   0.00   0.00   XXX    1.25   Rbc Pretreatment Serum
86985           C        17.94   0.00   0.00   0.00   XXX    1.25   Split Blood Or Products
86999           R         0.00   0.00   0.00   0.00   XXX    0.00   Transfusion Procedure, Unlisted
             FECA-D
86999   TC   Energy-R    0.00    0.00   0.00   0.00   XXX   0.00    Transfusion Procedure, Unlisted
             FECA-D
86999   26   Energy-R   0.00     0.00   0.00   0.00   XXX   0.00    Transfusion Procedure, Unlisted
87003           C       16.84    0.00   0.00   0.00   XXX   1.25    Small Animal Inoculation
87015           C       6.68     0.00   0.00   0.00   XXX   1.25    Specimen Infect Agnt Concntj
87040           C       10.32    0.00   0.00   0.00   XXX   1.25    Blood Culture For Bacteria
87045           C       9.44     0.00   0.00   0.00   XXX   1.25    Feces Culture Aerobic Bact
87046                C         9.44   0.00   0.00   0.00   XXX    1.25   Stool Cultr Aerobic Bact Ea
87070                C         8.62   0.00   0.00   0.00   XXX    1.25   Culture Othr Specimn Aerobic
87071                C         9.89   0.00   0.00   0.00   XXX    1.25   Culture Aerobic Quant Other
87073                C         9.66   0.00   0.00   0.00   XXX    1.25   Culture Bacteria Anaerobic
87075                C        9.47    0.00   0.00   0.00   XXX    1.25   Cultr Bacteria Except Blood
87076                C        8.08    0.00   0.00   0.00   XXX    1.25   Culture Anaerobe Ident Each
87077                C        8.08    0.00   0.00   0.00   XXX    1.25   Culture Aerobic Identify
87077   QW           C        8.08    0.00   0.00   0.00   XXX    1.25   Culture Aerobic Identify
87081                C        6.63    0.00   0.00   0.00   XXX    1.25   Culture Screen Only
87084                C        27.07   0.00   0.00   0.00   XXX    1.25   Culture Of Specimen By Kit
87086                C        8.07    0.00   0.00   0.00   XXX    1.25   Urine Culture/Colony Count
87088                C        8.09    0.00   0.00   0.00   XXX    1.25   Urine Bacteria Culture
87101                C        7.71    0.00   0.00   0.00   XXX    1.25   Skin Fungi Culture
87102                C        8.41    0.00   0.00   0.00   XXX   1.25    Fungus Isolation Culture
87103                C        20.46   0.00   0.00   0.00   XXX   1.25    Blood Fungus Culture
87106                C        10.32   0.00   0.00   0.00   XXX    1.25   Fungi Identification Yeast
87107                C        10.32   0.00   0.00   0.00   XXX    1.25   Fungi Identification Mold
87109                C        15.39   0.00   0.00   0.00   XXX    1.25   Mycoplasma
87110                C        19.60   0.00   0.00   0.00   XXX    1.25   Chlamydia Culture
87116                C        10.80   0.00   0.00   0.00   XXX    1.25   Mycobacteria Culture
87118                C        14.61   0.00   0.00   0.00   XXX    1.25   Mycobacteric Identification
87140                C        5.57    0.00   0.00   0.00   XXX    1.25   Culture Type Immunofluoresc
87143                C        12.52   0.00   0.00   0.00   XXX    1.25   Culture Typing Glc/Hplc
87147                C        5.18    0.00   0.00   0.00   XXX    1.25   Culture Type Immunologic
87149                C        20.05   0.00   0.00   0.00   XXX    1.25   Dna/Rna Direct Probe
87150                C        35.09   0.00   0.00   0.00   XXX    1.25   Dna/Rna Amplified Probe
87152                C        7.74    0.00   0.00   0.00   XXX    1.25   Culture Type Pulse Field Gel
87153                C       115.36   0.00   0.00   0.00   XXX    1.25   Dna/Rna Sequencing
87158                C        7.74    0.00   0.00   0.00   XXX   1.25    Culture Typing Added Method
87164                C        10.74   0.00   0.00   0.00   XXX   1.25    Dark Field Examination
87164        26      C        0.37    0.19   0.19   0.01   XXX   48.52   Dark Field Examination
87166                C        11.30   0.00   0.00   0.00   XXX    1.25   Dark Field Examination
87168                C         4.27   0.00   0.00   0.00   XXX    1.25   Macroscopic Exam Arthropod
87169                C        4.31    0.00   0.00   0.00   XXX    1.25   Macroscopic Exam Parasite
87172                C        4.27    0.00   0.00   0.00   XXX    1.25   Pinworm Exam
87176                C        5.88    0.00   0.00   0.00   XXX    1.25   Tissue Homogenization Cultr
87177                C        8.90    0.00   0.00   0.00   XXX    1.25   Ova And Parasites Smears
87181                C        4.75    0.00   0.00   0.00   XXX    1.25   Microbe Susceptible Diffuse
87184                C        7.48    0.00   0.00   0.00   XXX    1.25   Microbe Susceptible Disk
87185                C        4.75    0.00   0.00   0.00   XXX    1.25   Microbe Susceptible Enzyme
87186                C        8.65    0.00   0.00   0.00   XXX    1.25   Microbe Susceptible Mic
87187                C        40.17   0.00   0.00   0.00   XXX    1.25   Microbe Susceptible Mlc
87188                C        6.64    0.00   0.00   0.00   XXX   1.25    Microbe Suscept Macrobroth
87190                C        7.31    0.00   0.00   0.00   XXX   1.25    Microbe Suscept Mycobacteri
87197                C        15.02   0.00   0.00   0.00   XXX   1.25    Bactericidal Level Serum
87205                C        4.27    0.00   0.00   0.00   XXX    1.25   Smear Gram Stain
87206                C         5.39   0.00   0.00   0.00   XXX    1.25   Smear Fluorescent/Acid Stai
87207                C         5.99   0.00   0.00   0.00   XXX    1.25   Smear Special Stain
87207        26      C         0.37   0.14   0.14   0.02   XXX   48.52   Smear Special Stain
87209                C        17.98   0.00   0.00   0.00   XXX    1.25   Smear Complex Stain
87210                C         5.82   0.00   0.00   0.00   XXX    1.25   Smear Wet Mount Saline/Ink
87210        QW      C         5.82   0.00   0.00   0.00   XXX    1.25   Smear Wet Mount Saline/Ink
87220                C         4.27   0.00   0.00   0.00   XXX    1.25   Tissue Exam For Fungi
87230                C        19.74   0.00   0.00   0.00   XXX    1.25   Assay Toxin Or Antitoxin
87250                C        19.56   0.00   0.00   0.00   XXX    1.25   Virus Inoculate Eggs/Animal
87252                C        26.07   0.00   0.00   0.00   XXX    1.25   Virus Inoculation Tissue
87253                C        20.20   0.00   0.00   0.00   XXX    1.25   Virus Inoculate Tissue Addl
87254                C        19.56   0.00   0.00   0.00   XXX    1.25   Virus Inoculation Shell Via
87255                C        33.86   0.00   0.00   0.00   XXX    1.25   Genet Virus Isolate Hsv
87260                C        14.43   0.00   0.00   0.00   XXX    1.25   Adenovirus Ag If
87265                C        11.98   0.00   0.00   0.00   XXX    1.25   Pertussis Ag If
87267                C        13.42   0.00   0.00   0.00   XXX    1.25   Enterovirus Antibody Dfa
87269                C        13.61   0.00   0.00   0.00   XXX    1.25   Giardia Ag If
87270                C        11.98   0.00   0.00   0.00   XXX    1.25   Chlamydia Trachomatis Ag If
87271                C        13.42   0.00   0.00   0.00   XXX    1.25   Cytomegalovirus Dfa
87272                C        11.98   0.00   0.00   0.00   XXX    1.25   Cryptosporidium Ag If
87273                C        11.98   0.00   0.00   0.00   XXX    1.25   Herpes Simplex 2 Ag If
87274                C        11.98   0.00   0.00   0.00   XXX    1.25   Herpes Simplex 1 Ag If
87275                C        12.25   0.00   0.00   0.00   XXX    1.25   Influenza B Ag If
87276                C        16.07   0.00   0.00   0.00   XXX    1.25   Influenza A Ag If
87278                C        15.60   0.00   0.00   0.00   XXX    1.25   Legion Pneumophilia Ag If
87279                C        16.43   0.00   0.00   0.00   XXX    1.25   Parainfluenza Ag If
87280                C        13.42   0.00   0.00   0.00   XXX    1.25   Respiratory Syncytial Ag If
87281                C        11.98   0.00   0.00   0.00   XXX    1.25   Pneumocystis Carinii Ag If
87283                C        60.80   0.00   0.00   0.00   XXX    1.25   Rubeola Ag If
87285                C        12.18   0.00   0.00   0.00   XXX    1.25   Treponema Pallidum Ag If
87290                C        13.42   0.00   0.00   0.00   XXX    1.25   Varicella Zoster Ag If
                  FECA-S
87299             Energy-R   16.10    0.00   0.00   0.00   XXX   1.25    Antibody Detection Nos If
87300                C       11.98    0.00   0.00   0.00   XXX   1.25    Ag Detection Polyval If
87301                C       11.98    0.00   0.00   0.00   XXX   1.25    Adenovirus Ag Ia
87305                C       11.98    0.00   0.00   0.00   XXX   1.25    Aspergillus Ag Ia
87320                C       15.00    0.00   0.00   0.00   XXX   1.25    Chylmd Trach Ag Ia
87324                C       11.98    0.00   0.00   0.00   XXX   1.25    Clostridium Ag Ia
87327                C       13.42    0.00   0.00   0.00   XXX   1.25    Cryptococcus Neoform Ag Ia
87328                C       13.82    0.00   0.00   0.00   XXX   1.25    Cryptosporidium Ag Ia
87329                C       11.98    0.00   0.00   0.00   XXX   1.25    Giardia Ag Ia
87332                C       11.98    0.00   0.00   0.00   XXX   1.25    Cytomegalovirus Ag Ia
87335                C       12.66    0.00   0.00   0.00   XXX   1.25    E Coli 0157 Ag Ia
87336                C       16.00    0.00   0.00   0.00   XXX   1.25    Entamoeb Hist Dispr Ag Ia
87337                C       11.98    0.00   0.00   0.00   XXX   1.25    Entamoeb Hist Group Ag Ia
87338                C       14.38    0.00   0.00   0.00   XXX   1.25    Hpylori Stool Ia
87338        QW      C       14.38    0.00   0.00   0.00   XXX   1.25    Hpylori Stool Ia
87339                C       16.00    0.00   0.00   0.00   XXX   1.25    H Pylori Ag Ia
87340                C       10.33    0.00   0.00   0.00   XXX   1.25    Hepatitis B Surface Ag Ia
87341        C    10.33   0.00   0.00   0.00   XXX   1.25   Hepatitis B Surface Ag Ia
87350        C    11.53   0.00   0.00   0.00   XXX   1.25   Hepatitis Be Ag Ia
87380        C    18.36   0.00   0.00   0.00   XXX   1.25   Hepatitis Delta Ag Ia
87385        C    13.25   0.00   0.00   0.00   XXX   1.25   Histoplasma Capsul Ag ia
87389        C    24.08   0.00   0.00   0.00   XXX   1.25   Hiv-1 Ag W/Hiv-1 & Hiv-2 Ab
87389   QW   C    24.08   0.00   0.00   0.00   XXX   1.25   Hiv-1 Ag W/Hiv-1 & Hiv-2 Ab
87390        C    24.06   0.00   0.00   0.00   XXX   1.25   Hiv-1 Ag Ia
87391        C    21.90   0.00   0.00   0.00   XXX   1.25   Hiv-2 Ag Ia
87400        C    14.13   0.00   0.00   0.00   XXX   1.25   Influenza A/B Ag Ia
87420        C    13.91   0.00   0.00   0.00   XXX   1.25   Resp Syncytial Ag Ia
87425        C    11.98   0.00   0.00   0.00   XXX   1.25   Rotavirus Ag Ia
87427        C    11.98   0.00   0.00   0.00   XXX   1.25   Shiga-Like Toxin Ag Ia
87430        C    16.81   0.00   0.00   0.00   XXX   1.25   Strep A Ag Ia
87449        C    11.98   0.00   0.00   0.00   XXX   1.25   Ag Detect Nos Eia Mult
87449   QW   C    11.98   0.00   0.00   0.00   XXX   1.25   Ag Detect Nos Eia Mult
87450        C    9.59    0.00   0.00   0.00   XXX   1.25   Ag Detect Nos Eia Single
87451        C    10.51   0.00   0.00   0.00   XXX   1.25   Ag Detect Polyval Eia Mult
87471        C    35.09   0.00   0.00   0.00   XXX   1.25   Bartonella Dna Amp Probe
87472        C    42.84   0.00   0.00   0.00   XXX   1.25   Bartonella Dna Quant
87475        C    20.05   0.00   0.00   0.00   XXX   1.25   Lyme Dis Dna Dir Probe
87476        C    35.09   0.00   0.00   0.00   XXX   1.25   Lyme Dis Dna Amp Probe
87480        C    20.05   0.00   0.00   0.00   XXX   1.25   Candida Dna Dir Probe
87481        C    35.09   0.00   0.00   0.00   XXX   1.25   Candida Dna Amp Probe
87482        C    55.74   0.00   0.00   0.00   XXX   1.25   Candida Dna Quant
87483        C   416.78   0.00   0.00   0.00   XXX   1.25   Cns Dna Amp Probe Type 12-25
87485        C    20.05   0.00   0.00   0.00   XXX   1.25   Chylmd Pneum Dna Dir Probe
87486        C    35.09   0.00   0.00   0.00   XXX   1.25   Chylmd Pneum Dna Amp Probe
87487        C    42.84   0.00   0.00   0.00   XXX   1.25   Chylmd Pneum Dna Quant
87490        C    22.75   0.00   0.00   0.00   XXX   1.25   Chylmd Trach Dna Dir Probe
87491        C    35.09   0.00   0.00   0.00   XXX   1.25   Chylmd Trach Dna Amp Probe
87492        C    53.47   0.00   0.00   0.00   XXX   1.25   Chylmd Trach Dna Quant
87493        C    37.27   0.00   0.00   0.00   XXX   1.25   C Diff Amplified Probe
87495        C    30.03   0.00   0.00   0.00   XXX   1.25   Cytomeg Dna Dir Probe
87496        C    35.09   0.00   0.00   0.00   XXX   1.25   Cytomeg Dna Amp Probe
87497        C    42.84   0.00   0.00   0.00   XXX   1.25   Cytomeg Dna Quant
87498        C    35.09   0.00   0.00   0.00   XXX   1.25   Enterovirus Probe&Revrs Trns
87500        C    35.09   0.00   0.00   0.00   XXX   1.25   Vanomycin Dna Amp Probe
87501        C    51.31   0.00   0.00   0.00   XXX   1.25   Influenza Dna Amp Prob 1+
87502        C    95.80   0.00   0.00   0.00   XXX   1.25   Influenza Dna Amp Probe
87502   QW   C    95.80   0.00   0.00   0.00   XXX   1.25   Influenza Dna Amp Probe
87503        C    29.22   0.00   0.00   0.00   XXX   1.25   Influenza Dna Amp Prob Addl
87505        C   128.29   0.00   0.00   0.00   XXX   1.25   Nfct Agent Detection Gi
87506        C   262.99   0.00   0.00   0.00   XXX   1.25   Iadna-Dna/Rna Probe Tq 6-11
87507        C   416.78   0.00   0.00   0.00   XXX   1.25   Iadna-Dna/Rna Probe Tq 12-25
87510        C    20.05   0.00   0.00   0.00   XXX   1.25   Gardner Vag Dna Dir Probe
87511        C    35.09   0.00   0.00   0.00   XXX   1.25   Gardner Vag Dna Amp Probe
87512        C    41.76   0.00   0.00   0.00   XXX   1.25   Gardner Vag Dna Quant
87516        C    35.09   0.00   0.00   0.00   XXX   1.25   Hepatitis B Dna Amp Probe
87517        C    42.84   0.00   0.00   0.00   XXX   1.25   Hepatitis B Dna Quant
87520        C    31.22   0.00   0.00   0.00   XXX   1.25   Hepatitis C Rna Dir Probe
87521        C    35.09   0.00   0.00   0.00   XXX   1.25   Hepatitis C Probe&Rvrs Trnsc
87522        C    42.84   0.00   0.00   0.00   XXX   1.25   Hepatitis C Revrs Trnscrpj
87525        C    29.80   0.00   0.00   0.00   XXX   1.25   Hepatitis G Dna Dir Probe
87526        C    39.26   0.00   0.00   0.00   XXX   1.25   Hepatitis G Dna Amp Probe
87527        C    41.76   0.00   0.00   0.00   XXX   1.25   Hepatitis G Dna Quant
87528        C    20.05   0.00   0.00   0.00   XXX   1.25   Hsv Dna Dir Probe
87529        C    35.09   0.00   0.00   0.00   XXX   1.25   Hsv Dna Amp Probe
87530        C    42.84   0.00   0.00   0.00   XXX   1.25   Hsv Dna Quant
87531        C    58.00   0.00   0.00   0.00   XXX   1.25   Hhv-6 Dna Dir Probe
87532        C    35.09   0.00   0.00   0.00   XXX   1.25   Hhv-6 Dna Amp Probe
87533        C    41.76   0.00   0.00   0.00   XXX   1.25   Hhv-6 Dna Quant
87534        C    21.92   0.00   0.00   0.00   XXX   1.25   Hiv-1 Dna Dir Probe
87535        C    35.09   0.00   0.00   0.00   XXX   1.25   Hiv-1 Probe&Reverse Trnscrpj
87536        C    85.10   0.00   0.00   0.00   XXX   1.25   Hiv-1 Quant&Revrse Trnscrpj
87537        C    21.92   0.00   0.00   0.00   XXX   1.25   Hiv-2 Dna Dir Probe
87538        C    35.09   0.00   0.00   0.00   XXX   1.25   Hiv-2 Probe&Revrse Trnscripj
87539        C    58.62   0.00   0.00   0.00   XXX   1.25   Hiv-2 Quant&Revrse Trnscripj
87540        C    20.05   0.00   0.00   0.00   XXX   1.25   Legion Pneumo Dna Dir Prob
87541        C    35.09   0.00   0.00   0.00   XXX   1.25   Legion Pneumo Dna Amp Prob
87542        C    41.76   0.00   0.00   0.00   XXX   1.25   Legion Pneumo Dna Quant
87550        C    20.05   0.00   0.00   0.00   XXX   1.25   Mycobacteria Dna Dir Probe
87551        C    48.24   0.00   0.00   0.00   XXX   1.25   Mycobacteria Dna Amp Probe
87552        C    42.84   0.00   0.00   0.00   XXX   1.25   Mycobacteria Dna Quant
87555        C    26.88   0.00   0.00   0.00   XXX   1.25   M.Tuberculo Dna Dir Probe
87556        C    41.68   0.00   0.00   0.00   XXX   1.25   M.Tuberculo Dna Amp Probe
87557        C    42.84   0.00   0.00   0.00   XXX   1.25   M.Tuberculo Dna Quant
87560        C    27.29   0.00   0.00   0.00   XXX   1.25   M.Avium-Intra Dna Dir Prob
87561        C    35.09   0.00   0.00   0.00   XXX   1.25   M.Avium-Intra Dna Amp Prob
87562        C    42.84   0.00   0.00   0.00   XXX   1.25   M.Avium-Intra Dna Quant
87563        C    35.09   0.00   0.00   0.00   XXX   1.25   M. Genitalium Amp Probe
87580        C    20.05   0.00   0.00   0.00   XXX   1.25   M.Pneumon Dna Dir Probe
87581        C    35.09   0.00   0.00   0.00   XXX   1.25   M.Pneumon Dna Amp Probe
87582        C   302.62   0.00   0.00   0.00   XXX   1.25   M.Pneumon Dna Quant
87590        C    26.88   0.00   0.00   0.00   XXX   1.25   N.Gonorrhoeae Dna Dir Prob
87591        C    35.09   0.00   0.00   0.00   XXX   1.25   N.Gonorrhoeae Dna Amp Prob
87592        C    42.84   0.00   0.00   0.00   XXX   1.25   N.Gonorrhoeae Dna Quant
87623        C    35.09   0.00   0.00   0.00   XXX   1.25   Hpv Low-Risk Types
87624        C    35.09   0.00   0.00   0.00   XXX   1.25   Hpv High-Risk Types
87625        C    40.55   0.00   0.00   0.00   XXX   1.25   Hpv Types 16 & 18 Only
87631        C   142.63   0.00   0.00   0.00   XXX   1.25   Resp Virus 3-11 Targets
87631   QW   C   142.63   0.00   0.00   0.00   XXX   1.25   Resp Virus 3-5 Targets
87632        C   218.06   0.00   0.00   0.00   XXX   1.25   Resp Virus 6-11 Targets
87633        C   416.78   0.00   0.00   0.00   XXX   1.25   Resp Virus 12-25 Targets
87633   QW   C   416.78   0.00   0.00   0.00   XXX   1.25   Resp Virus 12-25 Targets
87634           C        70.20   0.00    0.00    0.00   XXX   1.25    Rsv DNA/RNA Amp Probe
